,datetime,text,user,location
342,2020-06-19 20:57:04,#shopdisney #shopdisneysupport #disneyparks #Disney #racist COONhound ? Really Disney horrible word https://t.co/nGkeMEU4LL,vanillabean11,the burbs
343,2020-06-19 20:54:19,@Attractions @shopDisney waiting on the princess set we ordered for our daughters,iticer85,"Westchester, NY"
344,2020-06-19 20:54:11,Wondering why companies like @aldi @riverisland @Georgeatasda @shopDisney and so many more are handing out parcels… https://t.co/iCi2Uh32NS,PGTV6,"North East, England"
345,2020-06-19 20:44:01,@shopDisney #shopDisneySupport are the face masks that were pre-ordered further delayed from our original expected date?,cu_compliance,El Paso
346,2020-06-19 20:40:32,@Attractions @shopDisney I thought they went on sale 5/10,johnoeffinger75,"Austin, Texas"
347,2020-06-19 20:39:07,@Attractions @shopDisney I’m trying to remember. We ordered 5/10,johnoeffinger75,"Austin, Texas"
348,2020-06-19 20:31:38,@TheChrisGlass @shopDisney June.,Attractions,
349,2020-06-19 20:31:27,@johnoeffinger75 @shopDisney The day they went on sale.,Attractions,
350,2020-06-19 20:30:28,@shopDisney Is there going to be Hamilton merch available when the movie comes out on Disney+,DaisyDogo,
351,2020-06-19 20:29:47,@Attractions @shopDisney What day did you order?,johnoeffinger75,"Austin, Texas"
352,2020-06-19 20:26:19,@Attractions @shopDisney What was your original promised ship date?,TheChrisGlass,"Los Angeles, CA"
353,2020-06-19 20:25:50,The masks we ordered from @shopDisney just arrived. https://t.co/MD4Y0j80BG,Attractions,
354,2020-06-19 20:22:39,@shopDisney Where are you going to ship the facemask that I order months ago? Because I see that in Disney Springs are selling them.,DeCalidonia,"Madrid, Comunidad de Madrid"
355,2020-06-19 20:18:16,@shopDisney how do you check the updates I can’t find them?,Bruh22376165,
356,2020-06-19 19:52:57,@jammq1 @FunkinPops @DisFunko @shopDisney The rainbow collection has been up for a few weeks though 🤔,USNnEeRrDd,
357,2020-06-19 19:12:36,Sneak Peek of New “Stitch Shoppe” Clothing by Loungefly https://t.co/QoHskxEe1b #clothing #D23 #Loungefly #ShopDisney,MickeyBlog_,"Orlando, FL"
358,2020-06-19 19:03:07,@shopDisney Is there a link for email notifications?,_pamknudsen109_,"Vancouver, British Columbia"
359,2020-06-19 19:02:45,"@MrChrisLee24 Hello, Christopher. Please visit the store locator for store re-opening updates. -Alexia
https://t.co/VBuYuwepj6",shopDisney,Second star to the right
360,2020-06-19 19:01:50,@shopDisney Thanks I called yesterday and said there still being made is that true,Daviesallison1A,"Boca Raton, FL"
361,2020-06-19 19:01:45,"@_pamknudsen109_ Thanks for reaching out to us! Don’t worry! Minnie Mouse will be back, so you won't miss a set. Fo… https://t.co/gzP0Hs50TH",shopDisney,Second star to the right
362,2020-06-19 18:59:51,"@Daviesallison1A Oh no, Allison! Please email personal.shoppers@shopDisney.com, so we may take a look into this for you. -Alexia",shopDisney,Second star to the right
363,2020-06-19 18:50:16,@AMCTheatres Wearing a masks is now a fashion statement because there is a lot of cool designs of mask that you see… https://t.co/LVqZu63gtD,starstruck1777,Mordor
364,2020-06-19 18:45:04,"Disney Store Minnie Mouse Red and White Collection For Adults
Hier te koop: https://t.co/XIk45g832o https://t.co/6CXpi3vGPf",Cafe_Mickey,België
365,2020-06-19 18:34:56,@shopDisney Thank you for your help! Just sent the email.,vtgal03,The Lowcountry
366,2020-06-19 18:33:10,"@lex_gellar Oh, no! I'm so sorry about this, Lex. We'd be more than happy to look into this for you. Please email p… https://t.co/h84mFiE6E0",shopDisney,Second star to the right
367,2020-06-19 18:31:13,"@carlyewisel @ryno1185 With essentially a full quarter unable to sell products (beyond shopDisney &amp; Disney+), Disne… https://t.co/MnCDHNS7OV",Wildest_Ride,Central Florida
368,2020-06-19 18:29:52,"As my Star vs The Forces of Evil Collection Grows, so does my Wishing for more Official Star vs The Forces of Evil… https://t.co/zXT5w2hyaI",LordVictorino,"Yuma, AZ"
369,2020-06-19 18:27:57,"@CiciMitchell87 Oh, no! I'm so sorry about this, Celine. We'd be more than happy to look into this for you. Please… https://t.co/My3x0QdK5v",shopDisney,Second star to the right
370,2020-06-19 18:24:28,"@vtgal03 Oh, no! I'm so sorry about this. We'd be more than happy to look into this for you. Please email personal.… https://t.co/1R8i8vyXoz",shopDisney,Second star to the right
371,2020-06-19 18:22:26,Enjoy Summer with These Outdoor Toys from shopDisney Online https://t.co/uvv8tzbpjK (via TouringPlans),mouseblast,The Happiest Place on Earth
372,2020-06-19 18:20:44,"@CourtneySanto Oh, no! I'm so sorry about this, Courtney. We'd be more than happy to look into this for you. Please… https://t.co/09TThNWpG7",shopDisney,Second star to the right
373,2020-06-19 18:17:42,"early birthday gift to myself 😍
#inkandpaint @shopDisney https://t.co/awmOclXjQM",lexivas,"Charlotte, NC"
374,2020-06-19 18:17:28,"@shopDisney Thing is, there wasn't a time frame displayed at the time of purchase other than ""ships in June""? And n… https://t.co/dBITiHxZWA",pussymango,where warren is president
375,2020-06-19 18:16:40,Enjoy Summer with These Outdoor Toys from shopDisney Online https://t.co/Ej276rggCT,CastleInsider,"Orlando, FL"
376,2020-06-19 18:16:33,"@ISpeakJennanese Thanks for reaching out to us, Jenn! We are planning to continue releasing the Castle Collection.… https://t.co/TQNaoXgNwk",shopDisney,Second star to the right
377,2020-06-19 18:15:32,"finally displayed some ears. need to make a few more to display them all 😂😍
#ShareYourEars @shopDisney @Disney https://t.co/mnonpPYcA7",lexivas,"Charlotte, NC"
378,2020-06-19 18:14:39,@pussymango Thanks for asking! The orders will ship out according to the time frame displayed at the time of the pu… https://t.co/6e7gneEtTh,shopDisney,Second star to the right
379,2020-06-19 18:13:45,@shopDisney Thank you! Will do!,jennakeith24,vermont/mass
380,2020-06-19 18:11:26,Star Wars Denim Jacket for Adults by Cakeworthy | shopDisney | Source: https://t.co/XmxmSuBM4Z #geek #thegreedygeek https://t.co/2s2FM2Bzoh,GeekGreedy,
381,2020-06-19 18:09:52,"@jennakeith24 Oh, no! I'm so sorry about this, Jenna. We'd be more than happy to look into this for you. Please ema… https://t.co/wvyT8ilJxX",shopDisney,Second star to the right
382,2020-06-19 18:06:30,@shopDisney when are your stores opening back up?,MrChrisLee24,"Edmonton, Alberta"
383,2020-06-19 18:02:10,"@chaneke760 Oh, no! I'm so sorry about this. We'd be more than happy to look into this for you. Please email person… https://t.co/3TQj4nUEa9",shopDisney,Second star to the right
384,2020-06-19 18:00:24,"June’s collection is all about never growing up.
https://t.co/tAXU27XL2I https://t.co/GDHkwXo3ZY",Red_Tricycle,
385,2020-06-19 17:57:23,"@matoaka23 Oh, no! I'm so sorry about this, Gillian. We'd be more than happy to look into this for you. Please emai… https://t.co/7Oo6cR3iOy",shopDisney,Second star to the right
386,2020-06-19 17:54:36,"@shopDisney is the Minnie Main Attraction being released this Saturday via online purchase? The Disney site says ""… https://t.co/tO7tI6JHwp",_pamknudsen109_,"Vancouver, British Columbia"
387,2020-06-19 17:54:30,"@colleenoconnorr Thanks for asking, Colleen! The orders will ship out according to the time frame displayed at the… https://t.co/d59Vl8Qfm8",shopDisney,Second star to the right
388,2020-06-19 17:51:47,@shopDisney hi are you aware of this??? Why you allowing this https://t.co/ELGDXhvvy0,pop_ruth,uk
389,2020-06-19 17:51:45,@shopDisney I ordered the Pixar masks back in April and they didn’t come with Mickey and friends mask,Daviesallison1A,"Boca Raton, FL"
390,2020-06-19 17:51:20,New haul video! This is everything I purchased in April / May with my birthday money / cancelled Disney trip money😢… https://t.co/rI8PPuFREd,WBMouseketeer,England
391,2020-06-19 17:51:07,"@Daviesallison1A Thanks for reaching out to us, Allison! How may we assist you? -Joanna",shopDisney,Second star to the right
392,2020-06-19 17:34:23,"@daniellawhite21 Thanks for asking, Dani! Each store will vary. Please refer to the Store Locator page for the late… https://t.co/omqMmw0ZQu",shopDisney,Second star to the right
393,2020-06-19 17:31:20,"@joeypreger Oh, no! I'm so sorry about this, Joey. We'd be more than happy to look into this for you. Please email… https://t.co/ooSPxWAAVX",shopDisney,Second star to the right
394,2020-06-19 17:26:04,"If your summer plans are likely to include a staycation at home, check out these Disney toys for a little backyard… https://t.co/Sig5ZiBS62",TouringPlans,"Walt Disney World, FL"
395,2020-06-19 17:20:55,New Disney Dooney &amp; Bourke Geometric Bags Are Now Available! https://t.co/DGYPRjSBu6 https://t.co/25rIIVgrO9,DisneyFoodBlog,
396,2020-06-19 17:16:39,The New Dooney &amp;amp; Bourke Geometric Bags Are Now Available on shopDisney! https://t.co/D2bOglqlLn,CastleInsider,"Orlando, FL"
397,2020-06-19 17:02:59,"@AmyFordom Unfortunately, this information has not been provided at this time, Amy. We apologize for any inconvenience this may cause. ^AA",shopDisney,Second star to the right
398,2020-06-19 17:01:13,"@meiwroo Hello! If the order did not process in our system, your credit card will not be charged. Please contact yo… https://t.co/j7VOVjO9kQ",shopDisney,Second star to the right
399,2020-06-19 16:56:19,@Bruh22376165 Hello! We have not been advised if or when the item will restock. Please check https://t.co/FXTorHMlSL for daily updates! ^AA,shopDisney,Second star to the right
400,2020-06-19 16:42:16,@LegsLilacs @shopDisney @Disney_UK @frozenlondon @DisneyFrozen 🎈🎈🎈🎈Woooooooo Lilac you should be very proud of your… https://t.co/EfQoFmu6Vn,PowerchairMy,Somewhere in Northamptonshire
401,2020-06-19 16:21:19,@shopDisney Your to late,CameronKuzmin,
402,2020-06-19 16:20:18,@shopDisney when will the Detachable blade Kylo Ren Lightsaber be Restocked?,Bruh22376165,
403,2020-06-19 16:00:49,"@starwars Just letting you guys know, I’m totally down to buy some #JediTempleChallenge merch. Graphic tee with the… https://t.co/OsDNs0TfPV",BatuuJedi,"Fort Worth, TX"
404,2020-06-19 15:56:01,New @shopDisney store Key https://t.co/hQOpHTUdOV,lil_tink,hemel hempstead
405,2020-06-19 15:51:59,"@Nik_appleby @Disney Hi Nikki, the Anna plush is due back on https://t.co/3ORBNqvhS3 later this summer. The plush m… https://t.co/HnP4ZY1XZq",Disney_UK,London
406,2020-06-19 15:48:30,"@Laraglo Hi Loulou, information about returning products to our Stores can be found here: https://t.co/KXGxlx28to. Have a lovely weekend!",Disney_UK,London
407,2020-06-19 15:47:14,"@ChrisBolton747 @Hermesparcels Hi Chris, we're sorry to hear this. The shopDisney team would be pleased to help, pl… https://t.co/jf61BVhZ3o",Disney_UK,London
408,2020-06-19 15:45:21,"@WDWGuestService I have been on the phone, on hold for over 30 minutes regarding an order. This is not the service I expect from @shopDisney",clement_regina,Rhode Island
409,2020-06-19 15:26:58,Honestly been waiting for months for anyone on your social media team to respond to me. This is abhorrent customer service @shopDisney,joeypreger,"Florida, USA"
410,2020-06-19 15:26:28,"😁 Bring Your Favourite #Disney Characters Home

SHOP NOW
https://t.co/UyNTrVbYJy

SHOP TRADE… https://t.co/qMaan9fLVd",cbcutoutnet,
411,2020-06-19 14:55:57,"Mikey in his #pride🌈 onesie from @shopDisney! 🥰
.
.
.
https://t.co/T6um1vuD0z https://t.co/tQdBPvoC5w",VanessaSchiano,"Tampa, FL"
412,2020-06-19 14:42:03,"💗 We love this Minnie and Mickey Mouse Donuts Sleep Set on @shopdisney! 💗
-
-
-
Tag a friend who needs them!
-
-
-… https://t.co/QTdRHkJ9OI",chipandcompany,"Orlando, FL"
413,2020-06-19 14:21:57,"@DisneyParks @shopDisney @Disney 
Why are you selling face masks at Disney Springs before you've even shipped preorders?",MommaSprinklesQ,
414,2020-06-19 14:20:47,@LegsLilacs @shopDisney @Disney_UK @frozenlondon @DisneyFrozen Such an inspiration sweetheart well done!,8finity_s,"City of London, London"
415,2020-06-19 14:09:54,@simya_mcmanus @DisneyParks @shopDisney @GLSEN Oh I love randos on the internet explain nonsense to me. Get lost https://t.co/dISfGlTjxN,DisneyDives,US and Canada
416,2020-06-19 14:06:46,Oh boy! The new #DooneyAndBourke styles designed by #TylerDumas celebrate Mickey and Minnie Mouse and are available… https://t.co/7AItBNUDzm,laughing_place,"Orlando, FL"
417,2020-06-19 14:04:14,"✨ #AD ✨
This lovely Animators tea set is now £9.99 in the shopDisney sale - it was £20! 
&gt;&gt;&gt; https://t.co/tUi5d3F57R https://t.co/AawBVjFZUX",TLittleBargainH,United Kingdom
418,2020-06-19 13:40:32,shopDisney Coupon: BOGO Swim &amp; More https://t.co/oFzZrcYWSV Need swimwear? Use this shopDisney coupon code to get B… https://t.co/hqD5w0LChA,SouthernSavers,South Carolina
419,2020-06-19 13:23:00,New Tyler Dumas Designed Dooney &amp; Bourke Bags on #ShopDisney - https://t.co/eiRoLdQrpL #DooneyAndBourke https://t.co/RNSkbI4yNd,mainstreetmouse,Central Florida
420,2020-06-19 12:48:55,@JaniceAsylum @Acyn @CARFAXinc @Carvana @priceline @Expedia @trivago @Disney @UniversalPics @ProcterGamble @Tampax… https://t.co/8ZcPxuMAfT,michellehipis,"Menasha, WI"
421,2020-06-19 12:08:29,ADD MORE BLACK DISNEY PRINCESSES!!!!!!!! NOW!!!! @Disney @disneyplus @DisneyParks @DisneyStudios @DisneyD23… https://t.co/LKkS9IMsVv,susu_sudania,
422,2020-06-19 12:06:58,@shopDisney #shopdisneysupport please contact me! Your chat and phone to help with the orders is insane!,lex_gellar,Manchester
423,2020-06-19 11:42:04,"@shopDisney hello, I’ve been trying to get through online support for few days without any luck and I have an issue with my order",lex_gellar,Manchester
424,2020-06-19 11:33:06,@shopDisney delivery days are always my favourite 💕 The ink &amp; paint key is beautiful 😍  how is every1 displaying th… https://t.co/VJz89xJCKZ,KerryLouise_91,"Hythe, England"
425,2020-06-19 11:11:29,Darth Vader Halter Dress for Women – Star Wars | shopDisney | Source: https://t.co/3UEg99IviJ #geek #thegreedygeek https://t.co/sC1wTQt7GH,GeekGreedy,
426,2020-06-19 11:01:40,These items from Minnie Mouse: The Main Attraction collection are showing available at shopdisney at the time this… https://t.co/Zwnm1SFvEz,DizThruBrwnEyes,"Atlanta, GA"
427,2020-06-19 10:53:09,Some of the fleece throws available on shopdisney #disney #shopdisney #mickeymouse https://t.co/P6xYZ9PcmK,DizThruBrwnEyes,"Atlanta, GA"
428,2020-06-19 10:51:24,Mickey &amp; Minnie Geometric collection by dooneyandbourke available at shopdisney #disney #shopdisney #disneydooney… https://t.co/ZAfIh4MP0W,DizThruBrwnEyes,"Atlanta, GA"
429,2020-06-19 10:35:38,@shopDisney someone else has my parcel - how do I get my actual items please? https://t.co/Ijic0wzmla,MarieSwayze,Nottingham
430,2020-06-19 10:21:08,So my @shopDisney parcel arrived today only my label had been attached to someone else’s @nextofficial parcel… https://t.co/Vwm2BbGEN9,MarieSwayze,Nottingham
431,2020-06-19 10:08:32,"SHOP NOW: ""Ty for Disney"" Artist Series by Dooney &amp; Bourke is available for purchase:
https://t.co/CuSMjlk3uG… https://t.co/Bm63QrpqZ9",disney_dooney,
432,2020-06-19 09:17:46,@shopDisney FAO Shop Disney UK please stop using Myhermies for deliverys!!! They are a substandard company and parc… https://t.co/yLRpsR6BF3,scooby_martin,"Christchurch, England"
433,2020-06-19 09:06:22,"Disneyland Paris Mickey Mouse 90th Anniversary Die-Cast Figure
Hier te koop: https://t.co/OMuihyf0Td https://t.co/gymNffDgOA",Cafe_Mickey,België
434,2020-06-19 08:16:39,@shopDisney Hi... can you advise when Personalization of toys and garments will be available again? Thanks,AmyFordom,"England, United Kingdom"
435,2020-06-19 07:29:49,@LegsLilacs @shopDisney @Disney_UK @frozenlondon @DisneyFrozen Get in there lilac 💙💙💙💙,IanPlumbing,
436,2020-06-19 07:26:57,"@LegsLilacs @shopDisney @Disney_UK @frozenlondon @DisneyFrozen Blimmin amazing, Lilac! I could see that took a lot… https://t.co/hS0OjataSS",BettyEmma,The Shire 
437,2020-06-19 07:11:17,Darth Vader Flannel Shirt for Adults by Cakeworthy – Star Wars | shopDisney | Source: https://t.co/Vh1OHswajg #geek… https://t.co/98PAyv0gfA,GeekGreedy,
438,2020-06-19 07:03:05,"#AD
This lovely Minnie Mouse baby dress is now £6 in the shopDisney sale!
There's still a few sizes left &gt;&gt;&gt;… https://t.co/EIqjVtHVP5",TLittleBargainH,United Kingdom
439,2020-06-19 06:59:26,I want https://t.co/SHfdpFRUPd,Jrvictor_69,"Oakdale, CA"
440,2020-06-19 06:46:39,@LegsLilacs @shopDisney @Disney_UK @frozenlondon @DisneyFrozen Our little legend Lilac will have her Frozen Wand in… https://t.co/PCLWB7bzj3,JillyCurran,
441,2020-06-19 06:29:45,"@shopDisney Hi, so i bought this the other day and it arrived yesterday and i washed it after use and this happened… https://t.co/hOQefuHYHJ",CiciMitchell87,Tipperary
442,2020-06-19 06:27:54,Baby Yoda plush is available on shopDisney - 1 per customer.  You’re welcome,BerthaHemingway,
443,2020-06-19 06:04:45,@shopDisney bro this don’t even look like him stop,harleyalive,nyc.
444,2020-06-19 05:44:49,@shopDisney The hidden reply 😭,_ernieB,
445,2020-06-19 05:40:33,never gonna but from @shopDisney ‘s UK site again cause apparently it takes atleast a month to receive a refund (wh… https://t.co/kpqdEdwA0d,tbhhsash_,"England, United Kingdom"
446,2020-06-19 05:33:08,I am LOVING this @Loungefly sling backpack from @shopDisney! Can not wait to take it to the parks when they reopen!… https://t.co/rmsc7F8aAi,ashtellez,Tortuga 
447,2020-06-19 05:19:19,I don’t need any more but I want them https://t.co/kG7wn0fi2I,BetssyDany,
448,2020-06-19 05:10:06,@shopDisney I just got the Build A Bear version instead. :),1SMacFarlanefan,USA
449,2020-06-19 05:08:23,@LegsLilacs @shopDisney @Disney_UK @frozenlondon @DisneyFrozen Keep up good work lilac. I’ve missed your videos xx,poppsy01,Liverpool 
450,2020-06-19 04:58:23,"@shopDisney @luigi_kirky Well. Unfortunately, most of the stores that just say “CLOSED”. You could at least have cu… https://t.co/5unHLUJXYl",SteveTONJohns3,
451,2020-06-19 04:53:58,@shopDisney @Mokonichan The site was overrun by bots again so the site got a little weird. Search for the bot group… https://t.co/JcqiJVDvYG,USNnEeRrDd,
452,2020-06-19 04:52:34,@shopDisney @Gertie_marie83 It did restock. The collection was eaten up by bots. Search for the bot group on Twitte… https://t.co/eEvFgVvexA,USNnEeRrDd,
453,2020-06-19 04:50:20,Okay but I went on to see this Pizza Planet pizza thing they’re using in the advertising photo AND IT’S NOT BEING S… https://t.co/DyuPM8YdVa,kayayyay,"Missouri, USA"
454,2020-06-19 04:22:52,@phenry1013 @DisneyPinsBlog @shopDisney Happened to me on the May 4th drop too and the Minnie Tiki drop. What is so… https://t.co/SwLnthxy6T,KellyMWilder,"Dallas, TX"
455,2020-06-19 04:22:28,LoVe 🤍 https://t.co/QkNDIWt5zU,GoLden4myLiFe,Philadelphia
456,2020-06-19 04:19:58,@phenry1013 @DisneyPinsBlog @shopDisney Before the next drop- go to the store and buy a Disney gift card for all or… https://t.co/VIARQHXrzg,KellyMWilder,"Dallas, TX"
457,2020-06-19 04:11:22,The Mandalorian “Bounty Hunter” Pullover Sweatshirt for Adults – Star Wars: The Mandalorian | shopDisney | Source:… https://t.co/Njfr9o4RJ9,GeekGreedy,
458,2020-06-19 04:11:20,@Brynn_H @lisa12000___ @natalierossie @shopDisney @RobertIger I have so many phantom charges just from trying to bu… https://t.co/nwRxXtgenR,michaelprice04,
459,2020-06-19 03:58:35,@phenry1013 @DisneyPinsBlog @shopDisney Same thing happened to me,JimboPlays,
460,2020-06-19 03:50:59,"@DisneyFoodBlog So your telling me if I go to Orlando I can get some face masks right now, but the ones I ordered f… https://t.co/oVmUMvB48X",DocRyburn,"Mustang, OK"
461,2020-06-19 03:47:27,"@shopDisney Smooth, Disney.",Farenelli,Too close to you~
462,2020-06-19 03:40:20,yeah disney??? right now???? https://t.co/bL5rOB78u2,CateMuir,
463,2020-06-19 03:11:34,I want Juan https://t.co/JfzSKITMZG,JHOVA_11,"Garland, TX"
464,2020-06-19 03:08:07,@shopDisney but I want thingamabobs,RachaelRobrtson,"Los Angeles, CA"
465,2020-06-19 02:56:07,@shopDisney I’ll take a #TuckerCarlson T-shirt!,Sandisamples,United States
466,2020-06-19 02:38:25,I need this. https://t.co/MpO2chexJk,JvleZRvleZ,Rhode Island/Massachusetts
467,2020-06-19 02:34:24,@Rubi_ @Rockjaw here you go Rubi https://t.co/Xmt3YhBGHe,mkerstein,Bellevue
468,2020-06-19 02:23:34,Nah. Whole company racist. From the beginning lol https://t.co/F3m8Ie7G3y,Lesha41126,Philly.
469,2020-06-19 02:16:20,Your fucking gross @Disney https://t.co/MUPTGjYLtz,BrezaKirsta,"California, USA"
470,2020-06-19 01:49:42,@shopDisney This pops up in my promoted tweets and I instantly think of you @FpsKrystal,ftwAngelica,Texas ☀️
471,2020-06-19 01:35:28,@shopDisney Are we ever going to get our face masks?? I ordered mine on May 4th.... Won't need them by the time I get them!!!!!!,MJR1701,
472,2020-06-19 01:33:31,@LegsLilacs @shopDisney @Disney_UK @frozenlondon @DisneyFrozen Princess I am crying happy tears for you. WELL DONE!… https://t.co/Ryh7OhIWAf,MsSweetPea77,🌏
473,2020-06-19 01:30:17,@danthepixarfan @shopDisney Still being my favorite movie 💚❤💛💙💜 https://t.co/s3B5IMN2sW,JuanpaDraws,
474,2020-06-19 01:21:07,@itzamargarita @shopDisney Need it all,alexiscologera,"Massachusetts, USA"
475,2020-06-19 01:14:15,@SexCounseling I mean come on. Who wouldn't want to wear one of these? https://t.co/ADPp8qHcCX https://t.co/h86d21X9WR,EricBTweetin,"San Diego,CA"
476,2020-06-19 01:11:25,Minnie Mouse Sequined Rainbow Backpack | shopDisney | Source: https://t.co/CVhfzt2EUW #geek #thegreedygeek https://t.co/RWyQbT3iLZ,GeekGreedy,
477,2020-06-19 01:06:16,I want one https://t.co/zDN1cxUqp1,CRAIG_HEAD1,#The8
478,2020-06-19 01:01:30,Oh my fucking god https://t.co/pJRBqi9aWF,miserable_bonez,"Morgantown, WV"
479,2020-06-19 00:54:26,Currently very impatient for my pre-ordered Star Wars masks from @shopDisney since other people are already getting theirs,djeterg19,Reno
480,2020-06-19 00:52:44,Interesting... 👀🤔 https://t.co/H5UYONvfLc,UnicornMonae,
481,2020-06-19 00:48:18,Esto me aparece mil veces en el timeline. Its like they know they have to push me a little and I’ll buy it😭 https://t.co/W02rdH1TyS,AdivetteAlfaro,
482,2020-06-19 00:41:33,"@shopDisney has duplicated charges ... again! This time over $1,600! Funny thing this time though, I didn’t even bu… https://t.co/bse1xOrzSJ",kristilee77,"Independence, KY"
483,2020-06-19 00:41:14,@KWCHJenS @shopDisney The Grapevine Mills Mall Disney Store is open,KellyMWilder,"Dallas, TX"
484,2020-06-19 00:34:21,"@shopDisney order I placed 3 wks ago shipped a preorder early (thank you), another preorder waiting in it, but also… https://t.co/uIODFrKeAj",vtgal03,The Lowcountry
485,2020-06-19 00:31:01,@Corteylo @shopDisney They really are they stay trying mock us like we don’t know,dividedwefall21,
486,2020-06-19 00:30:19,@Corteylo @shopDisney @IzzyCOYS just sent this thru man the world just mad  https://t.co/8JQnCo15Ld https://t.co/RFIT2DLww4,dividedwefall21,
487,2020-06-19 00:29:27,@dividedwefall21 @shopDisney Like they really playing in our faces 😂😂😂😂,Corteylo,West Baltimore Md
488,2020-06-19 00:29:00,@Corteylo @shopDisney Nah bruh I cant even look at it the same😭😭,dividedwefall21,
489,2020-06-19 00:15:53,"Disney pin release, what is next ⬇️❤️ @shopDisney #disneypins #pins #minniemouse #disney #MickeyMouse https://t.co/bSrqfjZJA1",ultimatepins,
490,2020-06-18 23:52:52,this is unauthorized. you’ll be speaking to our lawyers. https://t.co/lQOBgPEm3d,SpaceUpdates4U,space
491,2020-06-18 23:36:00,@shopDisney Disney fired Americans and replaced them with cheap foreign labor. #BoycottDisney,NoTatsClassy,Retweets are not endorsements 
492,2020-06-18 23:35:16,@shopDisney Why did Disney make American workers train their foreign replacements? Disney World has gone downhill s… https://t.co/a29M0zBjLO,NoTatsClassy,Retweets are not endorsements 
493,2020-06-18 23:34:36,"pssstt if anyone wants to, I'll do art for this guy: 
https://t.co/kK8Sehh6zO

he's too cute to pass up ;w;",Smol_spots,
494,2020-06-18 23:09:20,"@DisneyDives @DisneyParks @shopDisney @GLSEN Understand, but if most disney stories are based on fairy tales do you… https://t.co/2qTpvAKCqr",simya_mcmanus,
495,2020-06-18 23:08:01,@LegsLilacs @shopDisney @Disney_UK @frozenlondon @DisneyFrozen KUDOS you did it!,HawkeyeNJ,North Pole
496,2020-06-18 23:02:50,@shopDisney $150 for that? 👀 no thank you!,sannyk_91,"Jacksonville, FL"
497,2020-06-18 22:56:26,Thingamabobs??? https://t.co/mujYIMgrnX,UnderDhaSea,Atlantic Ocean
498,2020-06-18 22:55:01,"Celebrate 4th of July With NEW Minnie Mouse Ears: https://t.co/OC1STFseEA

#minnieears #disney #shopDisney https://t.co/f5w0aq1plJ",InsideTheMagic,Theme Parks... and beyond.
499,2020-06-18 22:54:29,@DisFunko @shopDisney What were they selling today?,kana33112,"Florida, USA"
500,2020-06-18 22:37:40,@CourtneySanto @shopDisney Yeah I've been on hold for an hour I'm going to just hang up. This is ridiculous.,Gialovely,"Miami, FL"
501,2020-06-18 22:35:46,@Gialovely @shopDisney I was on hold for over 40 min before I hung up. Godspeed,CourtneySanto,"Pittsburgh, PA"
502,2020-06-18 22:35:17,I placed an order @shopDisney for a birthday gift for my daughter.  It arrived today with the correct packing slip… https://t.co/C82GqwXL8v,CourtneySanto,"Pittsburgh, PA"
503,2020-06-18 22:35:15,@MagicOnMainSt @magicalwuggle The Tiki Room backpack was briefly on shopDisney this afternoon but sold out fast.,ade8090,"Anytown, USA "
504,2020-06-18 22:34:23,I’m mad I was looking for the pizza maker on the site and they don’t even have it lmao https://t.co/mSv99Lrm9w,rayy_breezyy,@cassandralynnx3
505,2020-06-18 22:31:16,@shopDisney @jamarfreeze finally!!!!!!!,whitleygilbert2,New YORKKKK-  QueENz
506,2020-06-18 22:30:48,It's time to accessorize! We love these designer jewelry additions to shopDisney including Mickey Mouse styles and… https://t.co/YEkYzaKHrp,laughing_place,"Orlando, FL"
507,2020-06-18 22:30:03,"Waiting on hold to speak to 
@shopDisney
 and while I love Disney music, it's getting a bit tedious with the same songs. #shopdisneysupport",Gialovely,"Miami, FL"
508,2020-06-18 22:28:04,@shopDisney Ahhh.  You said ‘when’ and not ‘if’. I still have a chance. 😃,TexasEric,
509,2020-06-18 22:26:49,I want this... I hate Disney’s money grabbing a$$ But I still want this https://t.co/Tty983wfSA,jodiecomerisart,"Missouri, USA"
510,2020-06-18 22:24:50,Fuck racist ass Disney don’t put shit on my timeline bitch @shopDisney https://t.co/AjDdfH1HZk,cutlikedatt,
511,2020-06-18 22:22:45,"@ItsAmes511 Anywhere, really. Amazon, B&amp;N, Etsy, Target, Bath &amp; Body works, LookHuman, ShopDisney, etc. I am open t… https://t.co/FARNsGQgvu",2many2read,Lost in a book...or just lost.
512,2020-06-18 22:17:01,"@shopDisney I am in love with the Disney Castle Collection, and I’m very much looking forward to the June release f… https://t.co/SXZ5tqYoi3",ISpeakJennanese,Utah
513,2020-06-18 22:16:58,@DianaLMiller8 @shopDisney I WANT TO LOOK KAWAII AND DISNEY IS DENYING ME THIS,pussymango,where warren is president
514,2020-06-18 22:13:10,@pussymango @shopDisney Yeah I’m waiting too,DianaLMiller8,The World Between Worlds
515,2020-06-18 21:52:21,SHOPDISNEY RESTOCKS! Thanks to disney_hype_beast_80 for the heads up😘🖤! #GothicRosie #GothicRosieOffTopic… https://t.co/n2hpL0BXCp,gothicrosie,
516,2020-06-18 21:42:58,"anyway i thought the face masks were shipping in june, we're in the middle of the month and the masks are still on… https://t.co/8rhqs2qXZ6",pussymango,where warren is president
517,2020-06-18 21:39:11,Sho cute https://t.co/Svfc82PIyD,Lesleyepr,"Arizona, USA"
